customer_id,recency,frequency,monetary,avg_transaction,cluster_kmeans,cluster_gmm,segment_name
C00152,34,27,25967700.0,961766.6666666666,0,2,TODO: đặt tên nhóm 0
C00153,2,24,16133700.0,672237.5,0,2,TODO: đặt tên nhóm 0
C00154,1,22,24018600.0,1091754.5454545454,0,2,TODO: đặt tên nhóm 0
C00155,8,31,24203100.0,780745.1612903225,0,2,TODO: đặt tên nhóm 0
C00156,42,21,20506700.0,976509.5238095238,0,2,TODO: đặt tên nhóm 0
C00157,6,35,33298600.0,951388.5714285715,0,2,TODO: đặt tên nhóm 0
C00158,4,32,25375750.0,792992.1875,0,2,TODO: đặt tên nhóm 0
C00159,6,25,29320450.0,1172818.0,0,2,TODO: đặt tên nhóm 0
C00160,34,35,34225250.0,977864.2857142857,0,2,TODO: đặt tên nhóm 0
C00161,8,29,25411400.0,876255.1724137932,0,2,TODO: đặt tên nhóm 0
C00162,1,29,32816550.0,1131605.1724137932,0,2,TODO: đặt tên nhóm 0
C00163,4,33,23311900.0,706421.2121212122,0,2,TODO: đặt tên nhóm 0
C00164,5,33,45039309.281611145,1364827.5539882164,0,2,TODO: đặt tên nhóm 0
C00165,2,41,36978767.0,901921.1463414634,0,2,TODO: đặt tên nhóm 0
C00166,2,40,35657800.0,891445.0,0,2,TODO: đặt tên nhóm 0
C00167,11,32,33579000.0,1049343.75,0,2,TODO: đặt tên nhóm 0
C00168,15,34,31674550.0,931604.4117647059,0,2,TODO: đặt tên nhóm 0
C00169,7,34,31014523.0,912191.8529411765,0,2,TODO: đặt tên nhóm 0
C00170,3,41,40599734.0,990237.4146341464,0,2,TODO: đặt tên nhóm 0
C00171,9,33,51440828.0,1558812.9696969697,0,2,TODO: đặt tên nhóm 0
C00172,10,27,25547000.0,946185.1851851852,0,2,TODO: đặt tên nhóm 0
C00173,21,25,27344488.0,1093779.52,0,2,TODO: đặt tên nhóm 0
C00174,13,28,24038100.0,858503.5714285715,0,2,TODO: đặt tên nhóm 0
C00175,6,39,40036350.0,1026573.0769230769,0,2,TODO: đặt tên nhóm 0
C00176,17,35,29129200.0,832262.8571428572,0,2,TODO: đặt tên nhóm 0
C00177,25,25,41127299.0,1645091.96,0,2,TODO: đặt tên nhóm 0
C00178,6,28,26743650.0,955130.3571428572,0,2,TODO: đặt tên nhóm 0
C00179,16,37,42882867.0,1158996.4054054054,0,2,TODO: đặt tên nhóm 0
C00180,6,41,43929450.0,1071450.0,0,2,TODO: đặt tên nhóm 0
C00181,8,33,39217500.0,1188409.0909090908,0,2,TODO: đặt tên nhóm 0
C00182,3,31,32139688.0,1036764.1290322581,0,2,TODO: đặt tên nhóm 0
C00183,6,29,58915973.0,2031585.2758620689,0,2,TODO: đặt tên nhóm 0
C00184,16,30,36314458.0,1210481.9333333333,0,2,TODO: đặt tên nhóm 0
C00185,4,24,27801222.0,1158384.25,0,2,TODO: đặt tên nhóm 0
C00186,10,24,15759050.0,656627.0833333334,0,2,TODO: đặt tên nhóm 0
C00187,8,28,24268500.0,866732.1428571428,0,2,TODO: đặt tên nhóm 0
C00188,13,20,20515900.0,1025795.0,0,2,TODO: đặt tên nhóm 0
C00189,18,23,22893100.0,995352.1739130435,0,2,TODO: đặt tên nhóm 0
C00190,4,32,33446946.0,1045217.0625,0,2,TODO: đặt tên nhóm 0
C00191,6,22,17176550.0,780752.2727272727,0,2,TODO: đặt tên nhóm 0
C00192,16,24,24809650.0,1033735.4166666666,0,2,TODO: đặt tên nhóm 0
C00193,5,28,32884800.536917794,1174457.1620327784,0,2,TODO: đặt tên nhóm 0
C00194,17,27,29005560.0,1074280.0,0,2,TODO: đặt tên nhóm 0
C00195,5,30,35014698.52672256,1167156.6175574185,0,2,TODO: đặt tên nhóm 0
C00196,12,20,22790650.0,1139532.5,0,2,TODO: đặt tên nhóm 0
C00197,20,22,10036050.0,456184.0909090909,0,2,TODO: đặt tên nhóm 0
C00198,12,25,20899150.0,835966.0,0,2,TODO: đặt tên nhóm 0
C00199,7,21,17980650.0,856221.4285714285,0,2,TODO: đặt tên nhóm 0
C00200,2,26,18297600.0,703753.8461538461,0,2,TODO: đặt tên nhóm 0
C00201,5,34,43092500.0,1267426.4705882352,0,2,TODO: đặt tên nhóm 0
C00202,4,30,33735700.0,1124523.3333333333,0,2,TODO: đặt tên nhóm 0
C00203,16,24,25733350.0,1072222.9166666667,0,2,TODO: đặt tên nhóm 0
C00204,4,33,47645521.59038728,1443803.6845571902,0,2,TODO: đặt tên nhóm 0
C00205,37,25,28070226.0,1122809.04,0,2,TODO: đặt tên nhóm 0
C00206,24,26,50222517.0,1931635.2692307692,0,2,TODO: đặt tên nhóm 0
C00207,40,28,25311800.0,903992.8571428572,0,2,TODO: đặt tên nhóm 0
C00208,18,26,28768600.0,1106484.6153846155,0,2,TODO: đặt tên nhóm 0
C00209,5,17,25578145.0,1504596.7647058824,0,2,TODO: đặt tên nhóm 0
C00210,15,25,21554100.0,862164.0,0,2,TODO: đặt tên nhóm 0
C00211,1,31,27427150.0,884746.7741935484,0,2,TODO: đặt tên nhóm 0
C00212,7,18,28867227.0,1603734.8333333333,0,2,TODO: đặt tên nhóm 0
C00213,5,31,23800300.0,767751.6129032258,0,2,TODO: đặt tên nhóm 0
C00214,2,22,36865630.0,1675710.4545454546,0,2,TODO: đặt tên nhóm 0
C00215,2,27,23343200.0,864562.9629629629,0,2,TODO: đặt tên nhóm 0
C00216,4,27,27198602.0,1007355.6296296297,0,2,TODO: đặt tên nhóm 0
C00217,22,22,26479500.0,1203613.6363636365,0,2,TODO: đặt tên nhóm 0
C00218,6,31,43074689.56011802,1389506.1148425168,0,2,TODO: đặt tên nhóm 0
C00219,5,30,37075650.0,1235855.0,0,2,TODO: đặt tên nhóm 0
C00220,9,20,17840450.0,892022.5,0,2,TODO: đặt tên nhóm 0
C00221,26,26,22507700.0,865680.7692307692,0,2,TODO: đặt tên nhóm 0
C00222,17,33,30758150.0,932065.1515151515,0,2,TODO: đặt tên nhóm 0
C00223,31,27,24710750.0,915212.9629629629,0,2,TODO: đặt tên nhóm 0
C00224,10,24,15386350.0,641097.9166666666,0,2,TODO: đặt tên nhóm 0
C00225,40,27,31620600.0,1171133.3333333333,0,2,TODO: đặt tên nhóm 0
C00226,1,31,42054722.0,1356603.935483871,0,2,TODO: đặt tên nhóm 0
C00227,68,27,24189100.0,895892.5925925926,0,2,TODO: đặt tên nhóm 0
C00228,39,23,32278100.0,1403395.652173913,0,2,TODO: đặt tên nhóm 0
C00229,2,21,20931400.0,996733.3333333334,0,2,TODO: đặt tên nhóm 0
C00230,36,21,26704600.0,1271647.619047619,0,2,TODO: đặt tên nhóm 0
C00231,25,20,12707300.0,635365.0,0,2,TODO: đặt tên nhóm 0
C00232,25,24,23890800.0,995450.0,0,2,TODO: đặt tên nhóm 0
C00233,20,20,16068850.0,803442.5,0,2,TODO: đặt tên nhóm 0
C00234,20,26,36010056.0,1385002.1538461538,0,2,TODO: đặt tên nhóm 0
C00235,33,20,16124050.0,806202.5,0,2,TODO: đặt tên nhóm 0
C00236,13,27,31174853.0,1154624.1851851852,0,2,TODO: đặt tên nhóm 0
C00237,10,25,22926550.0,917062.0,0,2,TODO: đặt tên nhóm 0
C00238,26,23,28584750.0,1242815.2173913044,0,2,TODO: đặt tên nhóm 0
C00239,18,23,14583200.0,634052.1739130435,0,2,TODO: đặt tên nhóm 0
C00240,1,29,26750500.0,922431.0344827586,0,2,TODO: đặt tên nhóm 0
C00241,17,29,28269250.0,974801.724137931,0,2,TODO: đặt tên nhóm 0
C00242,5,17,19657319.0,1156312.8823529412,0,2,TODO: đặt tên nhóm 0
C00243,10,15,15195150.0,1013010.0,0,2,TODO: đặt tên nhóm 0
C00244,26,22,21198900.0,963586.3636363636,0,2,TODO: đặt tên nhóm 0
C00245,14,18,16755983.0,930887.9444444445,0,2,TODO: đặt tên nhóm 0
C00246,17,23,19646200.0,854182.6086956522,0,2,TODO: đặt tên nhóm 0
C00247,11,16,17100550.0,1068784.375,0,2,TODO: đặt tên nhóm 0
C00248,3,24,21650950.0,902122.9166666666,0,2,TODO: đặt tên nhóm 0
C00249,7,21,35864395.0,1707828.3333333333,0,2,TODO: đặt tên nhóm 0
C00250,3,13,16706200.0,1285092.3076923077,0,2,TODO: đặt tên nhóm 0
C00251,11,26,28080050.0,1080001.923076923,0,2,TODO: đặt tên nhóm 0
C00252,22,19,19677650.0,1035665.7894736842,0,2,TODO: đặt tên nhóm 0
C00253,50,19,10925200.0,575010.5263157894,0,2,TODO: đặt tên nhóm 0
C00254,7,31,36093135.0,1164294.677419355,0,2,TODO: đặt tên nhóm 0
C00255,10,23,14094850.0,612819.5652173914,0,2,TODO: đặt tên nhóm 0
C00256,9,30,24278150.0,809271.6666666666,0,2,TODO: đặt tên nhóm 0
C00257,11,28,26118150.0,932791.0714285715,0,2,TODO: đặt tên nhóm 0
C00258,2,25,40647943.0,1625917.72,0,2,TODO: đặt tên nhóm 0
C00259,8,21,23801950.0,1133426.1904761905,0,2,TODO: đặt tên nhóm 0
C00260,1,21,12189300.0,580442.8571428572,0,2,TODO: đặt tên nhóm 0
C00261,1,19,13819900.0,727363.1578947369,0,2,TODO: đặt tên nhóm 0
C00262,1,26,24201800.0,930838.4615384615,0,2,TODO: đặt tên nhóm 0
C00263,11,26,20303900.0,780919.2307692308,0,2,TODO: đặt tên nhóm 0
C00264,12,21,15906250.0,757440.4761904762,0,2,TODO: đặt tên nhóm 0
C00265,1,17,17795350.0,1046785.2941176471,0,2,TODO: đặt tên nhóm 0
C00266,48,24,38845589.0,1618566.2083333333,0,2,TODO: đặt tên nhóm 0
C00267,1,25,19265700.0,770628.0,0,2,TODO: đặt tên nhóm 0
C00268,5,23,27984900.0,1216734.7826086956,0,2,TODO: đặt tên nhóm 0
C00269,7,23,30058700.0,1306900.0,0,2,TODO: đặt tên nhóm 0
C00270,40,20,16834500.0,841725.0,0,2,TODO: đặt tên nhóm 0
C00271,7,24,22358850.0,931618.75,0,2,TODO: đặt tên nhóm 0
C00272,24,27,24052250.0,890824.074074074,0,2,TODO: đặt tên nhóm 0
C00273,11,25,39068827.0,1562753.08,0,2,TODO: đặt tên nhóm 0
C00274,31,14,17751050.0,1267932.142857143,0,2,TODO: đặt tên nhóm 0
C00275,8,29,22147564.328399036,763709.1147723806,0,2,TODO: đặt tên nhóm 0
C00276,35,20,14128650.0,706432.5,0,2,TODO: đặt tên nhóm 0
C00277,6,23,25412700.0,1104900.0,0,2,TODO: đặt tên nhóm 0
C00278,4,31,41189353.0,1328688.8064516129,0,2,TODO: đặt tên nhóm 0
C00279,31,19,22734600.0,1196557.894736842,0,2,TODO: đặt tên nhóm 0
C00280,10,23,19546900.0,849865.2173913043,0,2,TODO: đặt tên nhóm 0
C00281,12,22,20236850.0,919856.8181818182,0,2,TODO: đặt tên nhóm 0
C00282,6,30,36495600.0,1216520.0,0,2,TODO: đặt tên nhóm 0
C00283,21,19,20647130.980218377,1086691.10422202,0,2,TODO: đặt tên nhóm 0
C00284,2,30,40309553.0,1343651.7666666666,0,2,TODO: đặt tên nhóm 0
C00285,3,23,18335250.0,797184.7826086957,0,2,TODO: đặt tên nhóm 0
C00286,29,24,21041650.0,876735.4166666666,0,2,TODO: đặt tên nhóm 0
C00287,15,15,11590900.0,772726.6666666666,0,2,TODO: đặt tên nhóm 0
C00288,34,15,12334950.0,822330.0,0,2,TODO: đặt tên nhóm 0
C00289,4,27,21018300.0,778455.5555555555,0,2,TODO: đặt tên nhóm 0
C00290,4,23,23502050.0,1021828.2608695652,0,2,TODO: đặt tên nhóm 0
C00291,21,19,14272350.0,751176.3157894737,0,2,TODO: đặt tên nhóm 0
C00292,11,19,14838200.0,780957.8947368421,0,2,TODO: đặt tên nhóm 0
C00293,11,31,37407350.0,1206688.7096774194,0,2,TODO: đặt tên nhóm 0
C00294,6,23,15468700.0,672552.1739130435,0,2,TODO: đặt tên nhóm 0
C00295,2,18,22590150.0,1255008.3333333333,0,2,TODO: đặt tên nhóm 0
C00296,4,21,13495850.0,642659.5238095238,0,2,TODO: đặt tên nhóm 0
C00297,12,23,23205150.0,1008919.5652173914,0,2,TODO: đặt tên nhóm 0
C00298,15,25,19969150.0,798766.0,0,2,TODO: đặt tên nhóm 0
C00299,23,27,23508815.0,870696.8518518518,0,2,TODO: đặt tên nhóm 0
C00300,9,24,27618250.0,1150760.4166666667,0,2,TODO: đặt tên nhóm 0
C00301,36,12,11207350.0,933945.8333333334,0,2,TODO: đặt tên nhóm 0
C00302,8,17,18154050.0,1067885.294117647,0,2,TODO: đặt tên nhóm 0
C00303,26,23,34689249.0,1508228.2173913044,0,2,TODO: đặt tên nhóm 0
C00304,21,21,22405950.0,1066950.0,0,2,TODO: đặt tên nhóm 0
C00305,1,28,24120750.0,861455.3571428572,0,2,TODO: đặt tên nhóm 0
C00306,39,16,15891550.0,993221.875,0,2,TODO: đặt tên nhóm 0
C00307,35,20,16277514.0,813875.7,0,2,TODO: đặt tên nhóm 0
C00308,1,26,27545300.0,1059434.6153846155,0,2,TODO: đặt tên nhóm 0
C00309,106,8,5977300.0,747162.5,2,3,TODO: đặt tên nhóm 2
C00310,24,27,14811150.0,548561.1111111111,0,2,TODO: đặt tên nhóm 0
C00311,6,19,15600000.0,821052.6315789474,0,2,TODO: đặt tên nhóm 0
C00312,4,21,30410160.0,1448102.857142857,0,2,TODO: đặt tên nhóm 0
C00313,16,21,16358000.0,778952.380952381,0,2,TODO: đặt tên nhóm 0
C00314,50,26,33191553.153186284,1276598.1981994724,0,2,TODO: đặt tên nhóm 0
C00315,4,26,49979090.0,1922272.6923076923,0,2,TODO: đặt tên nhóm 0
C00316,23,22,23584650.0,1072029.5454545454,0,2,TODO: đặt tên nhóm 0
C00317,7,17,14752600.0,867800.0,0,2,TODO: đặt tên nhóm 0
C00318,1,23,17988900.0,782126.0869565217,0,2,TODO: đặt tên nhóm 0
C00319,1,17,12735650.0,749155.8823529412,0,2,TODO: đặt tên nhóm 0
C00320,5,20,22120833.0,1106041.65,0,2,TODO: đặt tên nhóm 0
C00321,3,23,23428300.0,1018621.7391304348,0,2,TODO: đặt tên nhóm 0
C00322,3,28,31610450.0,1128944.642857143,0,2,TODO: đặt tên nhóm 0
C00323,23,18,33682600.0,1871255.5555555555,0,2,TODO: đặt tên nhóm 0
C00324,1,22,21078000.0,958090.9090909091,0,2,TODO: đặt tên nhóm 0
C00325,39,13,14866550.0,1143580.7692307692,0,2,TODO: đặt tên nhóm 0
C00326,7,17,14085800.0,828576.4705882353,0,2,TODO: đặt tên nhóm 0
C00327,18,21,26260950.0,1250521.4285714286,0,2,TODO: đặt tên nhóm 0
C00328,13,21,28972267.150696237,1379631.7690807732,0,2,TODO: đặt tên nhóm 0
C00329,1,19,21125800.0,1111884.2105263157,0,2,TODO: đặt tên nhóm 0
C00330,28,25,31536200.0,1261448.0,0,2,TODO: đặt tên nhóm 0
C00331,9,19,22593200.0,1189115.7894736843,0,2,TODO: đặt tên nhóm 0
