customer_id,age,gender,city,tenure_months,support_tickets,churn
C00101,68,Nữ,Đà Nẵng,5,0,0
C00102,19,Nam,TP HCM,5,1,0
C00103,67,Nữ,TP HCM,16,1,0
C00104,24,Nam,TP HCM,45,2,0
C00105,38,Nữ,Hà Nội,23,2,0
C00106,29,Nam,Hà Nội,20,0,0
C00107,67,Nữ,Hà Nội,40,4,0
C00108,65,Nam,Đà Nẵng,44,1,0
C00109,19,Nữ,Hải Phòng,57,1,0
C00110,35,Nam,Hà Nội,9,1,0
C00111,24,Nam,Hà Nội,51,2,0
C00112,26,Nam,TP HCM,5,1,0
C00113,39,Nam,TP HCM,18,1,0
C00114,34,Nam,Cần Thơ,23,0,0
C00115,65,Nữ,Đà Nẵng,27,0,0
C00116,26,Nam,TP HCM,24,0,0
C00117,49,Nữ,Cần Thơ,57,0,0
C00118,58,Nữ,Cần Thơ,8,1,0
C00119,42,Nam,Hà Nội,33,2,0
C00120,52,Nam,TP HCM,19,2,0
C00121,18,Nam,TP HCM,40,1,0
C00122,50,Nam,TP HCM,29,2,0
C00123,55,Nam,Hải Phòng,44,1,0
C00124,68,Nam,TP HCM,9,1,0
C00125,38,Nữ,TP HCM,17,0,0
C00126,26,Nam,Hà Nội,1,0,0
C00127,30,Nữ,Cần Thơ,47,2,0
C00128,37,Nam,Hà Nội,20,1,0
C00129,19,Nam,TP HCM,2,2,0
C00130,41,Nam,Hà Nội,3,0,0
C00131,18,Nam,Cần Thơ,27,0,0
C00132,47,Nam,Hà Nội,12,1,0
C00133,29,Nữ,TP HCM,13,1,0
C00134,23,Nữ,TP HCM,27,1,0
C00135,37,Nữ,Đà Nẵng,36,1,0
C00136,45,Nữ,TP HCM,20,0,0
C00137,38,Nam,Đà Nẵng,34,0,0
C00138,36,Nữ,TP HCM,17,0,0
C00139,47,Nữ,TP HCM,60,0,0
C00140,30,Nữ,Đà Nẵng,17,3,0
C00141,55,Nữ,Hải Phòng,13,2,0
C00142,24,Nam,Cần Thơ,23,4,0
C00143,38,Nam,TP HCM,51,3,0
C00144,60,Nữ,Đà Nẵng,15,0,0
C00145,36,Nữ,Đà Nẵng,16,1,0
C00146,26,Nữ,Cần Thơ,60,0,0
C00147,54,Nam,Cần Thơ,41,1,0
C00148,49,Nam,Hải Phòng,32,0,0
C00149,52,Nam,Cần Thơ,39,3,0
C00150,47,Nam,Đà Nẵng,18,3,0
C00151,19,Nữ,Cần Thơ,3,2,0
C00152,66,Nữ,Hải Phòng,27,0,0
C00153,20,Nam,TP HCM,32,3,0
C00154,67,Nữ,Hải Phòng,43,2,0
C00155,57,Nam,Đà Nẵng,56,3,0
C00156,58,Nam,TP HCM,2,2,0
C00157,60,Nữ,Đà Nẵng,53,0,0
C00158,68,Nam,Đà Nẵng,52,1,0
C00159,22,Nam,TP HCM,56,0,0
C00160,38,Nam,Hải Phòng,42,2,0
C00161,34,Nữ,TP HCM,8,0,0
C00162,60,Nam,TP HCM,2,1,0
C00163,58,Nữ,Đà Nẵng,30,2,0
C00164,35,Nam,Hà Nội,7,2,0
C00165,57,Nam,TP HCM,52,1,0
C00166,21,Nữ,TP HCM,41,3,0
C00167,28,Nam,Cần Thơ,7,1,0
C00168,65,Nữ,TP HCM,59,1,0
C00169,51,Nữ,Hải Phòng,50,1,0
C00170,31,Nữ,Đà Nẵng,35,0,0
C00171,24,Nữ,Cần Thơ,47,0,0
C00172,56,Nam,Hải Phòng,36,2,0
C00173,26,Nữ,Hà Nội,53,1,0
C00174,22,Nam,Hà Nội,46,2,0
C00175,66,Nữ,Hà Nội,60,1,0
C00176,45,Nữ,Đà Nẵng,55,1,0
C00177,44,Nam,TP HCM,4,0,0
C00178,53,Nam,Đà Nẵng,22,2,0
C00179,46,Nam,TP HCM,19,0,0
C00180,57,Nam,Hà Nội,37,1,0
C00181,29,Nữ,Hà Nội,37,0,0
C00182,54,Nam,Cần Thơ,43,0,0
C00183,66,Nữ,Đà Nẵng,38,0,0
C00184,53,Nữ,Hà Nội,59,2,0
C00185,65,Nữ,TP HCM,38,1,0
C00186,51,Nam,Đà Nẵng,59,2,0
C00187,25,Nam,Hà Nội,22,1,0
C00188,30,Nữ,Đà Nẵng,22,3,0
C00189,18,Nữ,Hà Nội,16,2,0
C00190,60,Nữ,Hà Nội,49,3,0
C00191,40,Nam,TP HCM,6,0,0
C00192,40,Nữ,Hà Nội,31,0,0
C00193,41,Nữ,Đà Nẵng,12,0,0
C00194,33,Nữ,Hà Nội,43,3,0
C00195,22,Nam,Hà Nội,2,1,0
C00196,47,Nữ,TP HCM,5,5,0
C00197,62,Nam,Hà Nội,1,1,0
C00198,25,Nữ,TP HCM,16,2,0
C00199,32,Nam,Cần Thơ,43,0,0
C00200,24,Nam,TP HCM,57,2,0
C00201,69,Nữ,TP HCM,29,0,0
C00202,44,Nam,TP HCM,17,0,0
C00203,43,Nữ,Hà Nội,22,4,0
C00204,67,Nam,TP HCM,54,1,0
C00205,43,Nam,TP HCM,31,2,0
C00206,27,Nam,Hà Nội,46,1,0
C00207,40,Nam,TP HCM,36,2,0
C00208,33,Nam,TP HCM,9,3,0
C00209,47,Nam,Hà Nội,49,0,0
C00210,59,Nam,TP HCM,46,0,0
C00211,23,Nam,Cần Thơ,16,1,0
C00212,43,Nữ,Cần Thơ,18,0,0
C00213,54,Nam,TP HCM,16,3,0
C00214,46,Nữ,TP HCM,32,1,0
C00215,64,Nữ,TP HCM,20,1,0
C00216,36,Nam,Đà Nẵng,18,0,0
C00217,68,Nữ,Cần Thơ,22,2,0
C00218,64,Nữ,Hà Nội,32,2,0
C00219,22,Nam,TP HCM,22,2,0
C00220,56,Nữ,Hải Phòng,13,1,0
C00221,65,Nữ,Cần Thơ,25,1,0
C00222,35,Nam,Hà Nội,53,0,0
C00223,63,Nam,TP HCM,6,0,0
C00224,35,Nữ,Hải Phòng,47,2,0
C00225,41,Nam,TP HCM,1,1,0
C00226,58,Nam,Hà Nội,41,1,0
C00227,44,Nữ,Hà Nội,15,0,0
C00228,37,Nữ,TP HCM,3,3,0
C00229,70,Nữ,Hà Nội,37,3,0
C00230,28,Nữ,TP HCM,56,0,0
C00231,34,Nam,TP HCM,29,4,1
C00232,21,Nam,Cần Thơ,28,0,0
C00233,21,Nam,Cần Thơ,8,0,0
C00234,55,Nữ,Đà Nẵng,41,3,0
C00235,61,Nam,TP HCM,30,1,0
C00236,50,Nam,Hà Nội,32,1,0
C00237,42,Nữ,Hà Nội,57,0,0
C00238,35,Nữ,TP HCM,14,1,0
C00239,53,Nam,Cần Thơ,25,0,0
C00240,53,Nữ,Cần Thơ,4,0,0
C00241,18,Nam,Cần Thơ,21,3,0
C00242,45,Nam,TP HCM,52,1,0
C00243,62,Nữ,TP HCM,40,1,0
C00244,25,Nam,Hải Phòng,55,3,0
C00245,27,Nữ,Hà Nội,47,0,0
C00246,35,Nam,Cần Thơ,13,3,0
C00247,45,Nam,Đà Nẵng,50,1,0
C00248,24,Nữ,TP HCM,3,0,0
C00249,33,Nữ,Hà Nội,26,2,0
C00250,33,Nam,Hải Phòng,57,0,0
C00251,43,Nữ,TP HCM,2,2,0
C00252,19,Nam,Hà Nội,8,3,0
C00253,60,Nữ,Hải Phòng,8,3,1
C00254,19,Nữ,Hải Phòng,33,4,0
C00255,46,Nam,Hà Nội,36,2,0
C00256,70,Nam,Đà Nẵng,36,2,0
C00257,20,Nữ,TP HCM,60,0,0
C00258,23,Nữ,Đà Nẵng,39,4,0
C00259,21,Nữ,Hà Nội,47,1,0
C00260,47,Nam,TP HCM,37,4,0
C00261,48,Nữ,Đà Nẵng,49,4,0
C00262,33,Nam,Đà Nẵng,25,1,0
C00263,50,Nữ,Cần Thơ,58,2,0
C00264,69,Nữ,Đà Nẵng,57,0,0
C00265,66,Nam,TP HCM,57,0,0
C00266,26,Nam,Đà Nẵng,41,1,0
C00267,68,Nam,Hà Nội,6,1,0
C00268,32,Nam,Hà Nội,48,1,0
C00269,66,Nam,Hà Nội,16,2,0
C00270,70,Nam,Hải Phòng,33,0,0
C00271,19,Nam,Hà Nội,60,1,0
C00272,46,Nữ,Hà Nội,4,0,0
C00273,40,Nữ,TP HCM,5,1,0
C00274,46,Nữ,Hải Phòng,43,1,0
C00275,40,Nữ,Đà Nẵng,36,0,0
C00276,41,Nam,TP HCM,15,1,0
C00277,64,Nữ,TP HCM,37,0,0
C00278,18,Nữ,TP HCM,54,1,0
C00279,66,Nam,Hà Nội,4,1,0
C00280,44,Nam,Hà Nội,18,3,0
C00281,50,Nam,TP HCM,23,3,0
C00282,55,Nữ,Hà Nội,24,1,0
C00283,44,Nữ,Hà Nội,24,1,0
C00284,19,Nam,TP HCM,27,1,0
C00285,33,Nam,TP HCM,8,1,0
C00286,47,Nam,Hải Phòng,38,2,1
C00287,54,Nam,Đà Nẵng,38,1,0
C00288,57,Nữ,Hà Nội,31,0,0
C00289,24,Nam,TP HCM,30,0,0
C00290,43,Nữ,Đà Nẵng,26,0,0
C00291,62,Nữ,Cần Thơ,36,1,0
C00292,22,Nam,Hải Phòng,30,0,0
C00293,31,Nữ,Cần Thơ,44,1,0
C00294,36,Nữ,Cần Thơ,14,1,0
C00295,42,Nam,Hải Phòng,56,2,0
C00296,48,Nam,Hà Nội,58,1,0
C00297,44,Nam,TP HCM,42,2,0
C00298,25,Nam,Hải Phòng,8,2,0
C00299,62,Nữ,Hà Nội,31,2,0
C00300,31,Nam,Đà Nẵng,58,2,0
C00301,29,Nữ,Hà Nội,55,0,0
C00302,20,Nam,Hà Nội,2,0,0
C00303,37,Nam,Hải Phòng,5,0,0
C00304,24,Nữ,TP HCM,28,1,0
C00305,54,Nam,Hà Nội,6,0,0
C00306,36,Nữ,Hà Nội,26,0,1
C00307,52,Nam,TP HCM,13,0,0
C00308,19,Nữ,TP HCM,13,0,0
C00309,63,Nữ,Cần Thơ,58,2,0
C00310,43,Nam,TP HCM,55,2,0
C00311,29,Nữ,Đà Nẵng,26,0,0
C00312,32,Nam,TP HCM,35,3,0
C00313,44,Nam,Hải Phòng,42,1,0
C00314,68,Nam,TP HCM,25,1,0
C00315,25,Nam,Hải Phòng,38,2,0
C00316,30,Nam,TP HCM,59,1,0
C00317,23,Nam,Hải Phòng,7,1,0
C00318,22,Nam,Hải Phòng,10,1,0
C00319,25,Nam,Cần Thơ,30,1,0
C00320,44,Nữ,Cần Thơ,36,2,0
C00321,23,Nam,Hà Nội,29,0,0
C00322,67,Nữ,TP HCM,52,1,0
C00323,66,Nữ,Hà Nội,31,2,0
C00324,43,Nam,TP HCM,19,1,0
C00325,46,Nữ,Đà Nẵng,16,2,0
C00326,32,Nam,TP HCM,57,1,0
C00327,67,Nữ,TP HCM,4,1,0
C00328,24,Nữ,Đà Nẵng,21,0,0
C00329,34,Nam,Hải Phòng,40,1,0
C00330,64,Nam,TP HCM,9,2,0
C00331,50,Nữ,TP HCM,24,0,0
C00332,68,Nam,TP HCM,35,1,0
C00333,49,Nam,Đà Nẵng,50,3,0
C00334,30,Nữ,Cần Thơ,55,3,0
C00335,69,Nam,TP HCM,37,0,0
C00336,21,Nam,Hà Nội,34,2,0
C00337,45,Nữ,Hải Phòng,49,2,0
C00338,30,Nam,Hà Nội,60,0,0
C00339,34,Nữ,Đà Nẵng,60,4,0
C00340,32,Nữ,TP HCM,29,0,0
C00341,48,Nữ,TP HCM,10,1,0
C00342,70,Nữ,TP HCM,34,0,0
C00343,54,Nam,TP HCM,42,1,0
C00344,33,Nữ,TP HCM,56,1,0
C00345,69,Nữ,TP HCM,54,1,0
C00346,25,Nữ,Đà Nẵng,60,3,0
C00347,37,Nam,Hà Nội,59,1,0
C00348,40,Nữ,TP HCM,19,1,0
C00349,66,Nữ,TP HCM,40,0,0
C00350,18,Nữ,Hà Nội,17,0,0
C00351,54,Nam,TP HCM,58,1,0
C00352,59,Nữ,TP HCM,34,0,0
C00353,43,Nam,Hà Nội,46,0,0
C00354,56,Nam,Đà Nẵng,6,0,0
C00355,66,Nữ,TP HCM,27,0,0
C00356,60,Nam,TP HCM,30,3,0
C00357,21,Nữ,TP HCM,5,0,0
C00358,31,Nữ,Hải Phòng,6,0,0
C00359,64,Nam,Hà Nội,27,0,0
C00360,56,Nữ,Hải Phòng,16,0,0
C00361,34,Nam,Hà Nội,13,1,0
C00362,61,Nữ,Hải Phòng,11,1,0
C00363,43,Nam,Hà Nội,23,0,0
C00364,62,Nữ,TP HCM,16,0,0
C00365,68,Nữ,Hà Nội,35,3,0
C00366,50,Nam,Hà Nội,7,0,0
C00367,62,Nam,Đà Nẵng,52,1,0
C00368,20,Nữ,Cần Thơ,56,1,0
C00369,25,Nữ,Hải Phòng,54,2,0
C00370,56,Nữ,TP HCM,35,0,0
C00371,64,Nữ,TP HCM,14,0,0
C00372,36,Nam,Cần Thơ,8,0,0
C00373,47,Nữ,Hà Nội,50,2,0
C00374,22,Nam,TP HCM,34,1,1
C00375,48,Nữ,TP HCM,6,2,0
C00376,40,Nam,Hải Phòng,36,0,0
C00377,32,Nam,Đà Nẵng,31,0,0
C00378,36,Nam,TP HCM,46,0,0
C00379,53,Nam,TP HCM,31,1,0
C00380,49,Nam,Hà Nội,58,2,0
C00381,40,Nam,Đà Nẵng,59,0,1
C00382,25,Nữ,Hà Nội,36,1,0
C00383,68,Nam,TP HCM,58,2,0
C00384,67,Nữ,Đà Nẵng,30,2,0
C00385,49,Nữ,Hà Nội,47,1,0
C00386,67,Nam,Hà Nội,3,0,0
C00387,42,Nam,TP HCM,9,1,0
C00388,49,Nam,TP HCM,53,3,0
C00389,50,Nam,Đà Nẵng,9,0,0
C00390,56,Nam,Hà Nội,52,3,0
C00391,26,Nam,TP HCM,27,1,0
C00392,31,Nữ,TP HCM,15,1,0
C00393,24,Nam,Hải Phòng,25,1,0
C00394,32,Nữ,Hà Nội,47,1,0
C00395,21,Nữ,TP HCM,27,0,0
C00396,36,Nữ,TP HCM,29,5,0
C00397,22,Nữ,TP HCM,19,1,0
C00398,24,Nữ,TP HCM,2,4,0
C00399,21,Nam,TP HCM,38,2,0
C00400,70,Nam,Hà Nội,11,1,0
C00401,65,Nam,TP HCM,48,3,0
C00402,61,Nữ,Hà Nội,46,1,0
C00403,31,Nữ,Đà Nẵng,30,1,0
C00404,19,Nam,Hà Nội,21,3,0
C00405,70,Nữ,TP HCM,18,1,0
C00406,45,Nữ,Hà Nội,2,1,0
C00407,22,Nam,Hà Nội,17,1,0
C00408,39,Nữ,Đà Nẵng,26,1,0
C00409,57,Nữ,Hà Nội,17,2,0
C00410,70,Nữ,Hà Nội,12,1,0
C00411,20,Nam,TP HCM,39,1,0
C00412,50,Nam,Cần Thơ,29,2,0
C00413,43,Nam,TP HCM,7,1,0
C00414,63,Nam,TP HCM,40,0,0
C00415,31,Nữ,Hải Phòng,58,0,0
C00416,47,Nữ,TP HCM,25,1,0
C00417,54,Nữ,TP HCM,17,0,0
C00418,64,Nam,Cần Thơ,48,2,0
C00419,35,Nam,TP HCM,41,1,0
C00420,68,Nữ,Hà Nội,18,2,0
C00421,31,Nữ,TP HCM,53,3,0
C00422,49,Nữ,Cần Thơ,23,3,0
C00423,49,Nam,TP HCM,18,0,0
C00424,57,Nữ,Hải Phòng,34,1,0
C00425,45,Nữ,Hà Nội,10,3,1
C00426,70,Nữ,TP HCM,39,2,0
C00427,63,Nam,Cần Thơ,25,1,0
C00428,47,Nữ,Hà Nội,60,1,0
C00429,62,Nam,Đà Nẵng,1,0,0
C00430,49,Nữ,TP HCM,50,0,0
C00431,45,Nam,Đà Nẵng,4,1,0
C00432,23,Nam,Đà Nẵng,39,2,1
C00433,56,Nam,TP HCM,34,2,0
C00434,43,Nam,Đà Nẵng,49,2,0
C00435,58,Nam,Hà Nội,22,1,0
C00436,69,Nam,Hà Nội,25,2,0
C00437,20,Nữ,TP HCM,12,2,0
C00438,24,Nam,Đà Nẵng,12,1,1
C00439,60,Nữ,Cần Thơ,32,2,0
C00440,53,Nữ,TP HCM,54,1,0
C00441,64,Nữ,Hải Phòng,26,1,0
C00442,39,Nữ,Hải Phòng,35,0,0
C00443,42,Nữ,Hà Nội,13,0,0
C00444,19,Nam,Hải Phòng,31,3,0
C00445,65,Nam,TP HCM,29,3,0
C00446,52,Nam,Hà Nội,2,0,0
C00447,43,Nam,Hà Nội,2,0,0
C00448,32,Nữ,Hà Nội,5,1,0
C00449,24,Nam,Hà Nội,49,2,0
C00450,49,Nữ,Hải Phòng,57,0,0
C00451,65,Nữ,Hà Nội,25,1,0
C00452,35,Nữ,TP HCM,19,1,0
C00453,70,Nam,TP HCM,10,3,0
C00454,53,Nữ,Cần Thơ,41,0,0
C00455,44,Nam,Cần Thơ,39,2,1
C00456,18,Nam,Hà Nội,17,4,0
C00457,39,Nam,Cần Thơ,46,1,0
C00458,65,Nữ,Hải Phòng,44,0,0
C00459,42,Nam,TP HCM,55,0,0
C00460,26,Nữ,TP HCM,52,2,0
C00461,61,Nữ,TP HCM,17,1,0
C00462,50,Nữ,Cần Thơ,2,2,0
C00463,44,Nữ,TP HCM,52,0,0
C00464,51,Nữ,Hà Nội,33,1,0
C00465,45,Nữ,Đà Nẵng,57,3,0
C00466,45,Nữ,Hải Phòng,30,1,0
C00467,68,Nam,Hải Phòng,60,0,0
C00468,29,Nam,TP HCM,15,0,0
C00469,67,Nữ,Đà Nẵng,14,1,0
C00470,30,Nam,TP HCM,52,1,0
C00471,68,Nữ,Cần Thơ,10,1,0
C00472,58,Nữ,TP HCM,17,2,0
C00473,60,Nữ,Hà Nội,40,0,0
C00474,52,Nam,TP HCM,15,0,0
C00475,21,Nữ,TP HCM,53,3,0
C00476,64,Nữ,TP HCM,35,1,0
C00477,69,Nữ,Đà Nẵng,9,1,0
C00478,70,Nam,Đà Nẵng,44,1,0
C00479,42,Nam,Đà Nẵng,16,0,0
C00480,61,Nam,TP HCM,38,4,1
C00481,40,Nữ,Hải Phòng,24,2,0
C00482,55,Nam,Hà Nội,45,0,0
C00483,53,Nữ,Đà Nẵng,40,3,0
C00484,45,Nam,Đà Nẵng,49,1,0
C00485,58,Nam,TP HCM,53,2,0
C00486,41,Nam,Cần Thơ,10,5,1
C00487,64,Nữ,Hải Phòng,7,0,0
C00488,26,Nữ,Cần Thơ,28,0,0
C00489,48,Nữ,Đà Nẵng,23,3,0
C00490,65,Nữ,Hải Phòng,23,2,0
C00491,64,Nam,Hà Nội,23,4,0
C00492,52,Nữ,Đà Nẵng,14,2,1
C00493,44,Nam,TP HCM,56,2,0
C00494,57,Nữ,TP HCM,16,3,0
C00495,57,Nữ,TP HCM,53,2,0
C00496,26,Nữ,TP HCM,5,0,0
C00497,52,Nữ,Hà Nội,32,3,0
C00498,64,Nữ,TP HCM,15,2,0
C00499,64,Nam,Hải Phòng,13,2,0
C00500,22,Nữ,Hà Nội,14,0,0
C00501,39,Nữ,TP HCM,51,1,0
C00502,24,Nữ,Hà Nội,49,1,0
C00503,26,Nam,Hà Nội,32,2,0
C00504,52,Nam,TP HCM,13,0,0
C00505,69,Nam,TP HCM,52,0,0
C00506,50,Nam,Hà Nội,60,3,0
C00507,44,Nam,Đà Nẵng,41,2,0
C00508,55,Nam,Hải Phòng,27,1,0
C00509,45,Nam,TP HCM,52,2,0
C00510,67,Nữ,Đà Nẵng,57,2,0
C00511,26,Nam,Hà Nội,11,2,0
C00512,50,Nam,Hải Phòng,57,3,0
C00513,33,Nam,TP HCM,29,0,0
C00514,37,Nam,Cần Thơ,30,2,0
C00515,66,Nữ,Hải Phòng,2,1,0
C00516,62,Nữ,Hà Nội,18,4,0
C00517,53,Nữ,Cần Thơ,49,2,0
C00518,36,Nữ,TP HCM,30,1,0
C00519,22,Nữ,Hà Nội,13,2,0
C00520,36,Nữ,Hải Phòng,29,0,0
C00521,24,Nam,Cần Thơ,13,1,0
C00522,24,Nữ,Hà Nội,34,0,0
C00523,39,Nam,Đà Nẵng,58,2,0
C00524,51,Nữ,Đà Nẵng,26,0,1
C00525,25,Nam,TP HCM,22,1,0
C00526,55,Nam,Hà Nội,48,4,0
C00527,68,Nam,Hà Nội,42,1,0
C00528,64,Nam,TP HCM,20,3,0
C00529,26,Nữ,TP HCM,44,2,0
C00530,46,Nam,Hà Nội,5,3,1
C00531,67,Nam,Hà Nội,3,0,0
C00532,33,Nữ,Hà Nội,16,1,0
C00533,68,Nam,Hải Phòng,43,1,0
C00534,68,Nữ,TP HCM,26,1,0
C00535,57,Nam,Hải Phòng,45,2,0
C00536,51,Nam,TP HCM,53,3,0
C00537,64,Nam,TP HCM,36,0,0
C00538,40,Nữ,Hải Phòng,35,3,0
C00539,37,Nữ,Hà Nội,54,2,0
C00540,29,Nữ,TP HCM,46,2,0
C00541,69,Nam,Hà Nội,42,3,0
C00542,37,Nữ,TP HCM,15,1,1
C00543,38,Nữ,Hà Nội,12,1,0
C00544,59,Nam,Hà Nội,51,0,0
C00545,28,Nam,Hà Nội,36,2,0
C00546,49,Nữ,Hải Phòng,7,1,0
C00547,26,Nam,Hà Nội,21,2,0
C00548,65,Nữ,TP HCM,27,0,0
C00549,39,Nữ,Đà Nẵng,43,2,0
C00550,59,Nữ,Hà Nội,43,1,0
C00551,31,Nữ,TP HCM,7,2,0
C00552,40,Nam,Đà Nẵng,10,1,0
C00553,60,Nam,Hà Nội,38,2,0
C00554,21,Nữ,Hà Nội,43,0,0
C00555,40,Nam,Hà Nội,36,1,0
C00556,55,Nam,Hà Nội,25,3,0
C00557,37,Nam,Cần Thơ,17,2,1
C00558,48,Nữ,Hà Nội,36,0,0
C00559,56,Nữ,Hà Nội,23,3,1
C00560,68,Nam,TP HCM,25,0,0
C00561,39,Nữ,Hà Nội,23,3,0
C00562,46,Nam,Hải Phòng,46,0,0
C00563,20,Nam,TP HCM,52,2,0
C00564,30,Nữ,Đà Nẵng,1,0,0
C00565,69,Nam,Hà Nội,17,1,1
C00566,26,Nam,Đà Nẵng,32,1,0
C00567,36,Nam,Cần Thơ,18,3,0
C00568,48,Nam,Hà Nội,18,1,0
C00569,37,Nữ,Đà Nẵng,10,2,0
C00570,48,Nữ,Hà Nội,15,0,0
C00571,36,Nữ,Hà Nội,7,1,0
C00572,64,Nữ,Đà Nẵng,53,1,0
C00573,51,Nam,TP HCM,29,1,0
C00574,57,Nữ,Hà Nội,18,0,0
C00575,33,Nữ,Hà Nội,57,2,0
C00576,52,Nam,Đà Nẵng,30,0,0
C00577,54,Nữ,TP HCM,28,1,0
C00578,68,Nam,Hải Phòng,28,1,0
C00579,56,Nữ,TP HCM,34,0,0
C00580,66,Nữ,Cần Thơ,45,0,0
C00581,40,Nữ,TP HCM,30,0,0
C00582,64,Nữ,Hà Nội,13,1,0
C00583,67,Nam,TP HCM,46,1,0
C00584,55,Nam,TP HCM,23,2,0
C00585,24,Nữ,Cần Thơ,12,2,0
C00586,62,Nam,Cần Thơ,8,1,0
C00587,61,Nam,Hà Nội,55,3,0
C00588,43,Nữ,Cần Thơ,43,1,0
