transaction_id,ts,customer_id,branch,channel,category,quantity,unit_price,amount,cost,payment_method,status,is_fraud
T0004092,2025-01-22 14:11:30,C00066,Hà Nội,Cửa hàng,Thời trang,1.0,798000.0,"758,100",581035.9195709655,VI_DIEN_TU,HOAN_TAT,0
T0032693,2025-06-20 03:44:14,C00006,TP HCM,Online,Sách,2.0,127000.0,"254,000",190957.3230852361,THE,HOAN_TAT,0
T0009161,2025-02-17 15:26:03,C05445,TP HCM,Cửa hàng,Sách,2.0,137000.0,"274,000",212802.10323334084,THE,HOAN_TAT,0
T0047015,2025-09-02 19:19:03,C00233,Hải Phòng,Cửa hàng,Thời trang,3.0,637000.0,"1,911,000",1523047.861797329,CHUYEN_KHOAN,HOAN_TAT,0
T0048208,2025-09-08 22:13:20,C00419,Hà Nội,Online,Thực phẩm,1.0,204000.0,"173,400",132980.57043185638,VI_DIEN_TU,HOAN_TAT,0
T0053210,2025-10-04 21:36:08,C04282,Cần Thơ,Online,Sách,1.0,127000.0,"114,300",91880.52785464971,TIEN_MAT,HOAN_TAT,0
T0035562,2025-07-05 02:13:29,C00347,TP HCM,Online,Thực phẩm,1.0,195000.0,"195,000",,TIEN_MAT,HOAN_TAT,0
T0041493,2025-08-05 00:52:08,C00455,TP HCM,Online,Thực phẩm,1.0,154000.0,"130,900",91779.03700431794,VI_DIEN_TU,HOAN_TAT,0
T0022074,2025-04-25 15:04:41,C04098,TP HCM,Online,Thực phẩm,2.0,196000.0,"392,000",245467.56438572463,VI_DIEN_TU,HOAN_TAT,0
T0034924,2025-07-01 19:51:58,C02347,Hà Nội,Online,Thực phẩm,1.0,179000.0,"152,150",118012.11152440953,VI_DIEN_TU,HOAN_TAT,0
T0056669,2025-10-23 00:11:58,C01052,Hà Nội,Online,Mỹ phẩm,2.0,524000.0,"1,048,000",674112.9210763401,CHUYEN_KHOAN,HOAN_TAT,0
T0034768,2025-07-01 00:46:10,C00035,Cần Thơ,Cửa hàng,Thực phẩm,4.0,173000.0,"692,000",463255.466608502,THE,HOAN_TAT,0
T0024359,2025-05-07 12:23:19,C02588,TP HCM,Cửa hàng,Gia dụng,1.0,823000.0,"823,000",528949.5026033454,VI_DIEN_TU,HOAN_TAT,0
T0002597,2025-01-14 18:19:08,C03567,Đà Nẵng,Online,Thực phẩm,1.0,185000.0,"166,500",,VI_DIEN_TU,HOAN_TAT,0
T0022922,2025-04-29 22:36:25,C00064,TP HCM,Online,Sách,1.0,152000.0,"152,000",99142.65324438253,TIEN_MAT,HOAN_TAT,0
T0051232,2025-09-24 12:00:27,C00193,Hà Nội,Cửa hàng,Thời trang,2.0,795000.0,"1,351,500",1024111.8418605167,TIEN_MAT,HOAN_TAT,0
T0015004,2025-03-19 21:03:22,C00678,Hà Nội,Online,Điện tử,1.0,1149000.0,"1,149,000",,TIEN_MAT,HOAN_TAT,0
T0025927,2025-05-15 15:27:40,C02500,Cần Thơ,Cửa hàng,Điện tử,4.0,1102000.0,"4,187,600",2726663.5894088037,THE,HOAN_TAT,0
T0012892,2025-03-08 23:03:23,C03348,Đà Nẵng,Cửa hàng,Mỹ phẩm,5.0,502000.0,"2,510,000",1647155.6875992704,THE,HOAN_TAT,0
T0005043,2025-01-27 11:17:05,C02563,Hải Phòng,Online,Mỹ phẩm,1.0,420000.0,"420,000",,TIEN_MAT,HOAN_TAT,0
T0006743,2025-02-05 01:42:47,C01923,Hà Nội,Cửa hàng,Thời trang,1.0,641000.0,"641,000",499288.20608099917,THE,HOAN_TAT,0
T0007760,2025-02-10 08:52:20,C00450,Hà Nội,Cửa hàng,Thời trang,4.0,844000.0,"3,207,200",2194192.0627317457,TIEN_MAT,HOAN_TAT,0
T0031997,2025-06-16 10:57:53,C00023,Hải Phòng,Cửa hàng,Thực phẩm,1.0,164000.0,"164,000",124621.92027126181,CHUYEN_KHOAN,HOAN_TAT,0
T0035962,2025-07-07 04:23:37,C01117,Cần Thơ,Cửa hàng,Thực phẩm,1.0,194000.0,"194,000",128145.29440287618,TIEN_MAT,HOAN_TAT,0
T0049370,2025-09-14 22:28:25,C03313,TP HCM,Cửa hàng,Sách,1.0,165000.0,"148,500",98959.0829762917,THE,HOAN_TAT,0
T0008143,2025-02-12 07:42:55,C02191,Hà Nội,Cửa hàng,Gia dụng,1.0,763000.0,"648,550",534266.2498282837,THE,HOAN_TAT,0
T0041038,2025-08-02 13:07:13,C02552,TP HCM,Cửa hàng,Thời trang,3.0,637000.0,"1,911,000",1277422.4543432088,CHUYEN_KHOAN,HOAN_TAT,0
T0029621,2025-06-04 02:51:52,C01930,Hà Nội,Cửa hàng,Thực phẩm,4.0,188000.0,"752,000",461744.5832266776,TIEN_MAT,HOAN_TAT,0
T0043071,2025-08-13 11:16:30,C07394,TP HCM,Cửa hàng,Mỹ phẩm,4.0,550000.0,"2,200,000",1433924.871945941,CHUYEN_KHOAN,HOAN_TAT,0
T0041290,2025-08-03 21:26:24,C00383,TP HCM,Cửa hàng,Điện tử,1.0,978000.0,"880,200",593248.4441190531,VI_DIEN_TU,HOAN_TAT,0
T0054164,2025-10-09 21:24:01,C01112,TP HCM,Online,Thực phẩm,5.0,170000.0,"850,000",687343.4764911504,TIEN_MAT,HOAN_TAT,0
T0002544,2025-01-14 11:41:41,C06043,Hà Nội,Cửa hàng,Thực phẩm,4.0,157000.0,"533,800",436021.50436499645,VI_DIEN_TU,HOAN_TRA,0
T0020713,2025-04-18 08:10:14,C00184,Hà Nội,Cửa hàng,Thực phẩm,3.0,181000.0,"461,550",300078.8419570111,THE,HOAN_TAT,0
T0041499,2025-08-05 01:32:23,C04090,TP HCM,Cửa hàng,Thực phẩm,1.0,196000.0,"186,200",157271.34800821642,THE,HOAN_TAT,0
T0004135,2025-01-22 19:01:08,C02930,Hà Nội,Online,Thực phẩm,1.0,167000.0,"158,650",122053.58970738873,VI_DIEN_TU,HOAN_TRA,0
T0027618,2025-05-24 06:24:15,C00175,Đà Nẵng,Online,Gia dụng,5.0,750000.0,"3,750,000",2582544.5217574784,TIEN_MAT,HOAN_TAT,0
T0038340,2025-07-19 09:06:25,C00559,Hải Phòng,Cửa hàng,Điện tử,1.0,1117000.0,"1,117,000",713160.8422902052,,HOAN_TAT,0
T0053418,2025-10-06 00:23:13,C00056,Đà Nẵng,Online,Sách,2.0,166000.0,"332,000",,THE,HOAN_TAT,0
T0059996,2025-11-09 06:29:54,C00003,Đà Nẵng,Online,Thực phẩm,1.0,162000.0,"153,900",126273.02497061624,THE,HOAN_TAT,0
T0005870,2025-01-31 18:12:47,C03573,Cần Thơ,Online,Thực phẩm,1.0,180000.0,"162,000",129581.4788727977,TIEN_MAT,HOAN_TAT,0
T0030746,2025-06-09 23:57:30,C03953,TP HCM,Cửa hàng,Thời trang,2.0,692000.0,"1,384,000",1019693.8796476781,THE,HOAN_TAT,0
T0028656,2025-05-29 21:16:49,C00697,TP HCM,Online,Thời trang,3.0,861000.0,"2,583,000",1580392.879967523,THE,HOAN_TAT,0
T0037739,2025-07-16 06:38:54,C03658,Đà Nẵng,Online,Sách,2.0,130000.0,"234,000",142520.699205258,THE,HOAN_TAT,0
T0023634,2025-05-03 17:40:58,C06206,TP HCM,Cửa hàng,Thực phẩm,4.0,188000.0,"714,400",504807.0402923839,,HOAN_TAT,0
T0030971,2025-06-11 02:42:07,C00002,TP HCM,Online,Sách,2.0,144000.0,"288,000",243158.354458413,TIEN_MAT,HOAN_TAT,0
T0048578,2025-09-10 19:22:52,C05716,TP HCM,Online,Điện tử,1.0,1007000.0,"956,650",609310.8532116497,THE,HOAN_TAT,0
T0032388,2025-06-18 12:57:02,C00169,Đà Nẵng,Online,  Điện tử ,1.0,1221000.0,"1,221,000",,TIEN_MAT,HOAN_TRA,0
T0022455,2025-04-27 13:07:47,C03799,Hà Nội,Cửa hàng,Thực phẩm,1.0,176000.0,"149,600",123051.44542031348,TIEN_MAT,HOAN_TAT,0
T0045992,2025-08-28 13:32:47,C04589,Hà Nội,Cửa hàng,Gia dụng,1.0,824000.0,"700,400",471195.29747048713,THE,HOAN_TAT,0
T0005027,2025-01-27 09:36:25,C06253,TP HCM,Online,Mỹ phẩm,3.0,436000.0,"1,308,000",829932.5051794067,VI_DIEN_TU,HOAN_TAT,0
T0005625,2025-01-30 12:14:50,C07668,Hà Nội,Cửa hàng,Điện tử,3.0,1007000.0,"3,021,000",,TIEN_MAT,HOAN_TAT,0
T0055955,2025-10-19 06:30:47,C00017,Cần Thơ,Online,Sách,1.0,138000.0,"138,000",98831.34340393744,TIEN_MAT,HOAN_TAT,0
T0004297,2025-01-23 14:33:52,C01030,TP HCM,Cửa hàng,Thực phẩm,1.0,171000.0,"171,000",132140.37318946156,TIEN_MAT,HOAN_TAT,0
T0027629,2025-05-24 08:02:15,C01403,Hải Phòng,Online,Thực phẩm,1.0,164000.0,"164,000",130335.701690354,THE,HOAN_TAT,0
T0005886,2025-01-31 20:13:46,C00089,TP HCM,Online,GIA DỤNG,3.0,736000.0,"2,208,000",,THE,HOAN_TAT,0
T0032592,2025-06-19 15:12:36,C03814,Đà Nẵng,Online,Thực phẩm,2.0,171000.0,"342,000",210225.20630786358,VI_DIEN_TU,HOAN_TAT,0
T0023449,2025-05-02 18:05:40,C03037,TP HCM,Online,Thời trang,2.0,793000.0,"1,427,400",1143654.1921908595,TIEN_MAT,HOAN_TAT,0
T0030564,2025-06-09 01:02:49,C00778,Hà Nội,Online,Thời trang,2.0,837000.0,"1,674,000",1079160.4112689341,VI_DIEN_TU,HOAN_TAT,0
T0036771,2025-07-11 08:38:56,C00125,TP HCM,Online,Điện tử,1.0,1124000.0,"1,124,000",,TIEN_MAT,HOAN_TAT,0
T0026343,2025-05-17 18:50:04,C04782,Hà Nội,Online,Gia dụng,2.0,949000.0,"1,898,000",1347250.2828999893,TIEN_MAT,HOAN_TAT,0
T0059167,2025-11-04 22:37:12,C06486,Hà Nội,Cửa hàng,Thực phẩm,1.0,163000.0,"154,850",122744.4363441358,TIEN_MAT,HOAN_TAT,0
T0002262,2025-01-13 02:41:11,C01235,Hải Phòng,Cửa hàng,Sách,1.0,150000.0,"142,500",113606.22183929425,TIEN_MAT,HOAN_TAT,0
T0000721,2025-01-05 01:46:52,C01973,Cần Thơ,Cửa hàng,Thực phẩm,1.0,170000.0,"170,000",119487.25864668941,VI_DIEN_TU,HOAN_TAT,0
T0031704,2025-06-14 22:16:11,C06824,Hà Nội,Online,Điện tử,2.0,999000.0,"1,998,000",,CHUYEN_KHOAN,HOAN_TAT,0
T0000331,2025-01-03 00:04:02,C01700,Hà Nội,Cửa hàng,Gia dụng,1.0,931000.0,"884,450",670265.4564345445,,HOAN_TAT,0
T0036032,2025-07-07 13:14:55,C02136,Hải Phòng,Cửa hàng,Gia dụng,3.0,784000.0,"2,352,000",1884474.6505173086,TIEN_MAT,HOAN_TAT,0
T0005972,2025-02-01 06:56:08,C01293,TP HCM,Cửa hàng,Sách,2.0,150000.0,"285,000",198903.56644928252,VI_DIEN_TU,HOAN_TAT,0
T0014372,2025-03-16 14:21:10,C05075,Đà Nẵng,Online,Điện tử,2.0,1229000.0,"2,458,000",1785675.3607021475,VI_DIEN_TU,HOAN_TAT,0
T0028557,2025-05-29 08:37:07,C01547,TP HCM,Online,Thời trang,1.0,772000.0,"772,000",540033.7325674829,TIEN_MAT,HOAN_TAT,0
T0002553,2025-01-14 12:47:28,C00137,Đà Nẵng,Online,Thực phẩm,1.0,158000.0,"158,000",100449.65849152049,VI_DIEN_TU,HOAN_TAT,0
T0050067,2025-09-18 04:02:02,C00226,Đà Nẵng,Online,Gia dụng,1.0,10567225.05232087,"10,567,225",7397057.536624609,VI_DIEN_TU,HOAN_TAT,1
T0004425,2025-01-24 05:58:56,C02684,Hà Nội,Cửa hàng,Gia dụng,2.0,916000.0,"1,740,400",1211892.9882895572,TIEN_MAT,HOAN_TAT,0
T0037436,2025-07-14 18:06:26,C00461,Hà Nội,Cửa hàng,Thực phẩm,1.0,202000.0,"181,800",139518.16524106608,THE,HOAN_TAT,0
T0018030,2025-04-04 16:15:12,C03893,TP HCM,Cửa hàng,Điện tử,3.0,989000.0,"2,818,650",2024591.8600153658,THE,HOAN_TAT,0
T0032462,2025-06-18 22:44:56,C04781,Cần Thơ,Cửa hàng,Thực phẩm,1.0,195000.0,"195,000",129025.24381275864,CHUYEN_KHOAN,HOAN_TAT,0
T0031172,2025-06-12 01:11:46,C00022,TP HCM,Cửa hàng,Điện tử,1.0,8199279.273302096,"8,199,279",5739495.491311467,VI_DIEN_TU,HOAN_TRA,1
T0012431,2025-03-06 14:07:48,C00965,Hà Nội,Cửa hàng,Điện tử,3.0,1104000.0,"2,815,200",2136408.348953502,CHUYEN_KHOAN,HOAN_TAT,0
T0041128,2025-08-03 00:33:29,C03924,Cần Thơ,Online,Sách,2.0,155000.0,"310,000",205156.38709084038,VI_DIEN_TU,HOAN_TAT,0
T0003983,2025-01-22 01:23:26,C07322,Đà Nẵng,Online,Sách,2.0,166000.0,"315,400",,VI_DIEN_TU,HOAN_TAT,0
T0037763,2025-07-16 08:51:21,C00174,Cần Thơ,Cửa hàng,Gia dụng,1.0,722000.0,"685,900",473114.6712234938,THE,HOAN_TAT,0
T0004022,2025-01-22 05:42:39,C06921,Cần Thơ,Cửa hàng,Sách,2.0,157000.0,"314,000",253018.85367798075,THE,HOAN_TAT,0
T0009723,2025-02-20 12:34:14,C06205,Hà Nội,Online,Gia dụng,2.0,735000.0,"1,396,500",916090.0709125091,VI_DIEN_TU,HOAN_TAT,0
T0017761,2025-04-03 05:54:32,C00589,Đà Nẵng,Online,Gia dụng,3.0,735000.0,"2,205,000",,VI_DIEN_TU,HOAN_TAT,0
T0020811,2025-04-18 20:56:32,C00651,Hải Phòng,Cửa hàng,Gia dụng,1.0,909000.0,"909,000",656197.2873624972,VI_DIEN_TU,HOAN_TAT,0
T0014446,2025-03-17 00:00:22,C01437,TP HCM,Online,Sách,1.0,141000.0,"141,000",95714.91064228515,THE,HOAN_TAT,0
T0032949,2025-06-21 11:36:29,C00562,Hà Nội,Online,Thực phẩm,3.0,200000.0,"600,000",,THE,HOAN_TAT,0
T0053699,2025-10-07 10:33:10,C02244,Hải Phòng,Online,Mỹ phẩm,2.0,464000.0,"928,000",,THE,HOAN_TAT,0
T0054570,2025-10-11 22:38:56,C03731,TP HCM,Cửa hàng,Sách,1.0,132000.0,"125,400",100061.4766774049,TIEN_MAT,HOAN_TAT,0
T0049069,2025-09-13 08:58:26,C00322,TP HCM,Cửa hàng,Sách,1.0,146000.0,"146,000",,TIEN_MAT,HOAN_TAT,0
T0047136,2025-09-03 09:59:33,C00112,TP HCM,Cửa hàng,Thực phẩm,1.0,163000.0,"163,000",98910.21306254833,TIEN_MAT,HOAN_TAT,0
T0006501,2025-02-03 21:50:43,C00040,Cần Thơ,Cửa hàng,Thực phẩm,2.0,198000.0,"396,000",320882.6789317543,TIEN_MAT,HOAN_TAT,0
T0014295,2025-03-16 05:06:19,C00110,Hà Nội,Online,Thời trang,1.0,723000.0,"723,000",506497.04372168006,THE,HOAN_TAT,0
T0009039,2025-02-17 00:08:52,C03749,TP HCM,Cửa hàng,Thực phẩm,3.0,164000.0,"418,200",309315.51800757577,TIEN_MAT,HOAN_TAT,0
T0006890,2025-02-05 20:08:14,C05917,TP HCM,Online,Thời trang,1.0,733000.0,"733,000",459549.2592492525,VI_DIEN_TU,HOAN_TAT,0
T0019238,2025-04-10 19:47:23,C00485,TP HCM,Cửa hàng,Thực phẩm,1.0,168000.0,"168,000",134160.20382228223,THE,HOAN_TAT,0
T0009373,2025-02-18 18:08:29,C02897,Đà Nẵng,Online,Gia dụng,1.0,903000.0,"903,000",,THE,HOAN_TAT,0
T0052134,2025-09-29 04:45:25,C02235,Hải Phòng,Cửa hàng,Điện tử,3.0,1039000.0,,2283930.9419779084,THE,HOAN_TAT,0
T0021286,2025-04-21 10:05:04,C00003,TP HCM,Cửa hàng,Mỹ phẩm,1.0,496000.0,"496,000",,CHUYEN_KHOAN,HOAN_TAT,0
T0058962,2025-11-03 20:46:15,C00013,TP HCM,Cửa hàng,Thực phẩm,1.0,202000.0,"202,000",161354.7570517503,TIEN_MAT,HOAN_TAT,0
T0057654,2025-10-28 02:20:42,C03985,TP HCM,Online,Thực phẩm,1.0,201000.0,"201,000",158524.03616737368,TIEN_MAT,HOAN_TAT,0
T0000887,2025-01-05 22:57:38,C00002,Hà Nội,Online,Mỹ phẩm,2.0,430000.0,"860,000",542685.6567605818,THE,HOAN_TAT,0
T0054426,2025-10-11 05:34:26,C05828,Hải Phòng,Online,Điện tử,4.0,1180000.0,"4,720,000",,TIEN_MAT,HOAN_TAT,0
T0029669,2025-06-04 08:41:06,C00091,Hà Nội,Cửa hàng,Thực phẩm,2.0,179000.0,"322,200",248353.43175059775,VI_DIEN_TU,HOAN_TAT,0
T0041301,2025-08-03 22:36:10,C05607,Hà Nội,Online,THỰC PHẨM,1.0,167000.0,"141,950",106719.60080097335,CHUYEN_KHOAN,HOAN_TAT,0
T0011557,2025-03-02 02:02:15,C03471,Đà Nẵng,Online,Sách,2.0,172000.0,"344,000",230164.77880243672,VI_DIEN_TU,HOAN_TAT,0
T0032562,2025-06-19 11:14:34,C06410,TP HCM,Cửa hàng,Thực phẩm,1.0,179000.0,"170,050",114990.75617988361,VI_DIEN_TU,HOAN_TAT,0
T0029612,2025-06-04 01:48:43,C01774,TP HCM,Cửa hàng,Thực phẩm,1.0,168000.0,"159,600",110298.04176253949,VI_DIEN_TU,HOAN_TAT,0
T0045314,2025-08-25 01:37:29,C07626,Hải Phòng,Online,Điện tử,2.0,1089000.0,"2,178,000",,VI_DIEN_TU,HOAN_TAT,0
T0050470,2025-09-20 14:19:07,C00004,Hà Nội,Cửa hàng,Điện tử,1.0,1060000.0,"1,060,000",801621.9152687292,VI_DIEN_TU,HOAN_TAT,0
T0039644,2025-07-26 03:48:20,C07591,Cần Thơ,Online,  Thời trang ,3.0,741000.0,"2,000,700",,VI_DIEN_TU,HOAN_TAT,0
T0014805,2025-03-18 20:33:50,C00019,Cần Thơ,Cửa hàng,Mỹ phẩm,3.0,430000.0,"1,225,500",1032657.9216574943,VI_DIEN_TU,HOAN_TAT,0
T0036732,2025-07-11 04:02:11,C06897,Hà Nội,Cửa hàng,Gia dụng,2.0,918000.0,"1,836,000",1362939.5029176928,TIEN_MAT,HOAN_TAT,0
T0015591,2025-03-22 23:09:51,C02519,Hà Nội,Cửa hàng,Gia dụng,1.0,936000.0,"889,200",,VI_DIEN_TU,HOAN_TRA,0
T0022574,2025-04-28 03:32:06,C03891,TP HCM,Cửa hàng,Thời trang,1.0,721000.0,"612,850",432109.14216501947,TIEN_MAT,HOAN_TAT,0
T0033462,2025-06-24 03:49:03,C06696,Cần Thơ,Online,Gia dụng,1.0,800000.0,"800,000",,VI_DIEN_TU,HOAN_TAT,0
T0005451,2025-01-29 15:01:09,C03713,Hà Nội,Cửa hàng,Thời trang,1.0,714000.0,"678,300",435993.29341991036,VI_DIEN_TU,HOAN_TAT,0
T0016530,2025-03-27 21:55:31,C00116,Hải Phòng,Cửa hàng,Gia dụng,2.0,809000.0,"1,618,000",1320337.1515581887,VI_DIEN_TU,HOAN_TAT,0
T0014226,2025-03-15 19:58:16,C02251,Đà Nẵng,Cửa hàng,Thực phẩm,1.0,192000.0,"192,000",148436.03054471957,VI_DIEN_TU,HOAN_TAT,0
T0042508,2025-08-10 10:27:56,C01220,TP HCM,Cửa hàng,Thực phẩm,4.0,190000.0,"760,000",610207.6045040424,THE,HOAN_TAT,0
T0039220,2025-07-23 23:39:52,C02691,Hà Nội,Online,Thời trang,1.0,763000.0,"763,000",614530.1806988296,CHUYEN_KHOAN,HOAN_TAT,0
T0047313,2025-09-04 07:35:14,C05108,TP HCM,Cửa hàng,Thực phẩm,1.0,199000.0,"169,150",118403.43897472677,VI_DIEN_TU,HOAN_TAT,0
T0015085,2025-03-20 06:59:20,C06791,Cần Thơ,Cửa hàng,Mỹ phẩm,1.0,507000.0,"507,000",406909.9107940598,THE,HOAN_TAT,0
