customer_id,age,gender,city,tenure_months,support_tickets,churn,recency,frequency,monetary,phan_khuc,xac_suat_churn
C00110,35,Nam,Hà Nội,9,1,0,22.0,35.0,37516100.0,Khách VIP,0.001
C00111,24,Nam,Hà Nội,51,2,0,13.0,30.0,28685700.0,Khách VIP,0.001
C00112,26,Nam,TP HCM,5,1,0,5.0,47.0,45881900.0,Khách VIP,0.0
C00113,39,Nam,TP HCM,18,1,0,17.0,30.0,27104550.0,Khách VIP,0.003
C00114,34,Nam,Cần Thơ,23,0,0,5.0,43.0,35967610.0,Khách VIP,0.0
C00115,65,Nữ,Đà Nẵng,27,0,0,2.0,52.0,59863700.0,Khách VIP,0.0
C00116,26,Nam,TP HCM,24,0,0,21.0,29.0,45011032.0,Khách VIP,0.002
C00117,49,Nữ,Cần Thơ,57,0,0,4.0,40.0,33244100.0,Khách VIP,0.0
C00118,58,Nữ,Cần Thơ,8,1,0,1.0,41.0,38587600.0,Khách VIP,0.0
C00119,42,Nam,Hà Nội,33,2,0,26.0,37.0,32099150.0,Khách VIP,0.0
C00120,52,Nam,TP HCM,19,2,0,3.0,36.0,42291150.0,Khách VIP,0.001
C00121,18,Nam,TP HCM,40,1,0,10.0,30.0,31050550.0,Khách VIP,0.001
C00122,50,Nam,TP HCM,29,2,0,2.0,46.0,49848700.0,Khách VIP,0.0
C00123,55,Nam,Hải Phòng,44,1,0,9.0,37.0,39308500.0,Khách VIP,0.0
C00124,68,Nam,TP HCM,9,1,0,1.0,38.0,35206050.0,Khách VIP,0.001
C00125,38,Nữ,TP HCM,17,0,0,1.0,37.0,34652750.0,Khách VIP,0.0
C00126,26,Nam,Hà Nội,1,0,0,3.0,39.0,34233100.0,Khách VIP,0.0
C00127,30,Nữ,Cần Thơ,47,2,0,3.0,40.0,48575400.0,Khách VIP,0.0
C00128,37,Nam,Hà Nội,20,1,0,29.0,26.0,39690660.0,Khách VIP,0.006
C00129,19,Nam,TP HCM,2,2,0,15.0,37.0,36623383.0,Khách VIP,0.001
C00130,41,Nam,Hà Nội,3,0,0,8.0,46.0,39185250.0,Khách VIP,0.0
C00131,18,Nam,Cần Thơ,27,0,0,1.0,30.0,29730350.0,Khách VIP,0.001
C00132,47,Nam,Hà Nội,12,1,0,1.0,41.0,40021550.0,Khách VIP,0.0
C00133,29,Nữ,TP HCM,13,1,0,3.0,45.0,56981096.0,Khách VIP,0.0
C00134,23,Nữ,TP HCM,27,1,0,16.0,28.0,24669150.0,Khách VIP,0.003
C00135,37,Nữ,Đà Nẵng,36,1,0,9.0,20.0,16034150.0,Khách VIP,0.014
C00136,45,Nữ,TP HCM,20,0,0,25.0,30.0,30201955.0,Khách VIP,0.002
C00137,38,Nam,Đà Nẵng,34,0,0,1.0,33.0,35347000.0,Khách VIP,0.001
C00138,36,Nữ,TP HCM,17,0,0,7.0,29.0,25877600.0,Khách VIP,0.002
C00139,47,Nữ,TP HCM,60,0,0,15.0,26.0,14923150.0,Khách VIP,0.001
C00140,30,Nữ,Đà Nẵng,17,3,0,7.0,29.0,26510158.0,Khách VIP,0.008
C00141,55,Nữ,Hải Phòng,13,2,0,51.0,33.0,33727050.0,Trung bình,0.002
C00142,24,Nam,Cần Thơ,23,4,0,3.0,31.0,48124109.0,Khách VIP,0.008
C00143,38,Nam,TP HCM,51,3,0,8.0,42.0,38021900.0,Khách VIP,0.0
C00144,60,Nữ,Đà Nẵng,15,0,0,14.0,30.0,27375259.0,Khách VIP,0.002
C00145,36,Nữ,Đà Nẵng,16,1,0,14.0,28.0,23313100.0,Khách VIP,0.004
C00146,26,Nữ,Cần Thơ,60,0,0,18.0,36.0,38140650.0,Khách VIP,0.0
C00147,54,Nam,Cần Thơ,41,1,0,16.0,32.0,38451834.0,Khách VIP,0.001
C00148,49,Nam,Hải Phòng,32,0,0,5.0,34.0,25716700.0,Khách VIP,0.0
C00149,52,Nam,Cần Thơ,39,3,0,29.0,30.0,23519550.0,Khách VIP,0.003
C00150,47,Nam,Đà Nẵng,18,3,0,8.0,26.0,32332739.847608235,Khách VIP,0.016
C00151,19,Nữ,Cần Thơ,3,2,0,7.0,31.0,27085100.0,Khách VIP,0.005
C00152,66,Nữ,Hải Phòng,27,0,0,34.0,27.0,25967700.0,Trung bình,0.002
C00153,20,Nam,TP HCM,32,3,0,2.0,24.0,16133700.0,Khách VIP,0.016
C00154,67,Nữ,Hải Phòng,43,2,0,1.0,22.0,24018600.0,Khách VIP,0.01
C00155,57,Nam,Đà Nẵng,56,3,0,8.0,31.0,24203100.0,Khách VIP,0.001
C00156,58,Nam,TP HCM,2,2,0,42.0,21.0,20506700.0,Trung bình,0.05
C00157,60,Nữ,Đà Nẵng,53,0,0,6.0,35.0,33298600.0,Khách VIP,0.0
C00158,68,Nam,Đà Nẵng,52,1,0,4.0,32.0,25375750.0,Khách VIP,0.001
C00159,22,Nam,TP HCM,56,0,0,6.0,25.0,29320450.0,Khách VIP,0.002
C00160,38,Nam,Hải Phòng,42,2,0,34.0,35.0,34225250.0,Trung bình,0.001
C00161,34,Nữ,TP HCM,8,0,0,8.0,29.0,25411400.0,Khách VIP,0.003
C00162,60,Nam,TP HCM,2,1,0,1.0,29.0,32816550.0,Khách VIP,0.006
C00163,58,Nữ,Đà Nẵng,30,2,0,4.0,33.0,23311900.0,Khách VIP,0.001
C00164,35,Nam,Hà Nội,7,2,0,5.0,33.0,45039309.281611145,Khách VIP,0.003
C00165,57,Nam,TP HCM,52,1,0,2.0,41.0,36978767.0,Khách VIP,0.0
C00166,21,Nữ,TP HCM,41,3,0,2.0,40.0,35657800.0,Khách VIP,0.0
C00167,28,Nam,Cần Thơ,7,1,0,11.0,32.0,33579000.0,Khách VIP,0.002
C00168,65,Nữ,TP HCM,59,1,0,15.0,34.0,31674550.0,Khách VIP,0.0
C00169,51,Nữ,Hải Phòng,50,1,0,7.0,34.0,31014523.0,Khách VIP,0.0
C00170,31,Nữ,Đà Nẵng,35,0,0,3.0,41.0,40599734.0,Khách VIP,0.0
C00171,24,Nữ,Cần Thơ,47,0,0,9.0,33.0,51440828.0,Khách VIP,0.0
C00172,56,Nam,Hải Phòng,36,2,0,10.0,27.0,25547000.0,Khách VIP,0.004
C00173,26,Nữ,Hà Nội,53,1,0,21.0,25.0,27344488.0,Khách VIP,0.003
C00174,22,Nam,Hà Nội,46,2,0,13.0,28.0,24038100.0,Khách VIP,0.002
C00175,66,Nữ,Hà Nội,60,1,0,6.0,39.0,40036350.0,Khách VIP,0.0
C00176,45,Nữ,Đà Nẵng,55,1,0,17.0,35.0,29129200.0,Khách VIP,0.0
C00177,44,Nam,TP HCM,4,0,0,25.0,25.0,41127299.0,Khách VIP,0.009
C00178,53,Nam,Đà Nẵng,22,2,0,6.0,28.0,26743650.0,Khách VIP,0.005
C00179,46,Nam,TP HCM,19,0,0,16.0,37.0,42882867.0,Khách VIP,0.0
C00180,57,Nam,Hà Nội,37,1,0,6.0,41.0,43929450.0,Khách VIP,0.0
C00181,29,Nữ,Hà Nội,37,0,0,8.0,33.0,39217500.0,Khách VIP,0.0
C00182,54,Nam,Cần Thơ,43,0,0,3.0,31.0,32139688.0,Khách VIP,0.001
C00183,66,Nữ,Đà Nẵng,38,0,0,6.0,29.0,58915973.0,Khách VIP,0.001
C00184,53,Nữ,Hà Nội,59,2,0,16.0,30.0,36314458.0,Khách VIP,0.001
C00185,65,Nữ,TP HCM,38,1,0,4.0,24.0,27801222.0,Khách VIP,0.006
C00186,51,Nam,Đà Nẵng,59,2,0,10.0,24.0,15759050.0,Khách VIP,0.004
C00187,25,Nam,Hà Nội,22,1,0,8.0,28.0,24268500.0,Khách VIP,0.003
C00188,30,Nữ,Đà Nẵng,22,3,0,13.0,20.0,20515900.0,Khách VIP,0.052
C00189,18,Nữ,Hà Nội,16,2,0,18.0,23.0,22893100.0,Khách VIP,0.019
C00190,60,Nữ,Hà Nội,49,3,0,4.0,32.0,33446946.0,Khách VIP,0.001
C00191,40,Nam,TP HCM,6,0,0,6.0,22.0,17176550.0,Khách VIP,0.014
C00192,40,Nữ,Hà Nội,31,0,0,16.0,24.0,24809650.0,Khách VIP,0.004
C00193,41,Nữ,Đà Nẵng,12,0,0,5.0,28.0,32884800.536917794,Khách VIP,0.003
C00194,33,Nữ,Hà Nội,43,3,0,17.0,27.0,29005560.0,Khách VIP,0.005
C00195,22,Nam,Hà Nội,2,1,0,5.0,30.0,35014698.52672256,Khách VIP,0.004
C00196,47,Nữ,TP HCM,5,5,0,12.0,20.0,22790650.0,Khách VIP,0.2
C00197,62,Nam,Hà Nội,1,1,0,20.0,22.0,10036050.0,Khách VIP,0.02
C00198,25,Nữ,TP HCM,16,2,0,12.0,25.0,20899150.0,Khách VIP,0.014
C00199,32,Nam,Cần Thơ,43,0,0,7.0,21.0,17980650.0,Khách VIP,0.005
C00200,24,Nam,TP HCM,57,2,0,2.0,26.0,18297600.0,Khách VIP,0.003
C00201,69,Nữ,TP HCM,29,0,0,5.0,34.0,43092500.0,Khách VIP,0.001
C00202,44,Nam,TP HCM,17,0,0,4.0,30.0,33735700.0,Khách VIP,0.002
C00203,43,Nữ,Hà Nội,22,4,0,16.0,24.0,25733350.0,Khách VIP,0.031
C00204,67,Nam,TP HCM,54,1,0,4.0,33.0,47645521.59038728,Khách VIP,0.001
C00205,43,Nam,TP HCM,31,2,0,37.0,25.0,28070226.0,Trung bình,0.009
C00206,27,Nam,Hà Nội,46,1,0,24.0,26.0,50222517.0,Khách VIP,0.003
C00207,40,Nam,TP HCM,36,2,0,40.0,28.0,25311800.0,Trung bình,0.004
C00208,33,Nam,TP HCM,9,3,0,18.0,26.0,28768600.0,Khách VIP,0.022
C00209,47,Nam,Hà Nội,49,0,0,5.0,17.0,25578145.0,Khách VIP,0.012
C00210,59,Nam,TP HCM,46,0,0,15.0,25.0,21554100.0,Khách VIP,0.002
C00211,23,Nam,Cần Thơ,16,1,0,1.0,31.0,27427150.0,Khách VIP,0.002
C00212,43,Nữ,Cần Thơ,18,0,0,7.0,18.0,28867227.0,Khách VIP,0.025
C00213,54,Nam,TP HCM,16,3,0,5.0,31.0,23800300.0,Khách VIP,0.005
C00214,46,Nữ,TP HCM,32,1,0,2.0,22.0,36865630.0,Khách VIP,0.012
C00215,64,Nữ,TP HCM,20,1,0,2.0,27.0,23343200.0,Khách VIP,0.005
C00216,36,Nam,Đà Nẵng,18,0,0,4.0,27.0,27198602.0,Khách VIP,0.003
C00217,68,Nữ,Cần Thơ,22,2,0,22.0,22.0,26479500.0,Khách VIP,0.021
C00218,64,Nữ,Hà Nội,32,2,0,6.0,31.0,43074689.56011802,Khách VIP,0.002
C00219,22,Nam,TP HCM,22,2,0,5.0,30.0,37075650.0,Khách VIP,0.004
C00220,56,Nữ,Hải Phòng,13,1,0,9.0,20.0,17840450.0,Khách VIP,0.025
C00221,65,Nữ,Cần Thơ,25,1,0,26.0,26.0,22507700.0,Khách VIP,0.005
C00222,35,Nam,Hà Nội,53,0,0,17.0,33.0,30758150.0,Khách VIP,0.0
C00223,63,Nam,TP HCM,6,0,0,31.0,27.0,24710750.0,Trung bình,0.005
C00224,35,Nữ,Hải Phòng,47,2,0,10.0,24.0,15386350.0,Khách VIP,0.006
C00225,41,Nam,TP HCM,1,1,0,40.0,27.0,31620600.0,Trung bình,0.009
C00226,58,Nam,Hà Nội,41,1,0,1.0,31.0,42054722.0,Khách VIP,0.001
C00227,44,Nữ,Hà Nội,15,0,0,68.0,27.0,24189100.0,Trung bình,0.003
C00228,37,Nữ,TP HCM,3,3,0,39.0,23.0,32278100.0,Trung bình,0.054
C00229,70,Nữ,Hà Nội,37,3,0,2.0,21.0,20931400.0,Khách VIP,0.024
C00230,28,Nữ,TP HCM,56,0,0,36.0,21.0,26704600.0,Trung bình,0.005
C00231,34,Nam,TP HCM,29,4,1,25.0,20.0,12707300.0,Khách VIP,0.066
C00232,21,Nam,Cần Thơ,28,0,0,25.0,24.0,23890800.0,Khách VIP,0.004
C00233,21,Nam,Cần Thơ,8,0,0,20.0,20.0,16068850.0,Khách VIP,0.019
C00234,55,Nữ,Đà Nẵng,41,3,0,20.0,26.0,36010056.0,Khách VIP,0.008
C00235,61,Nam,TP HCM,30,1,0,33.0,20.0,16124050.0,Trung bình,0.017
C00236,50,Nam,Hà Nội,32,1,0,13.0,27.0,31174853.0,Khách VIP,0.003
C00237,42,Nữ,Hà Nội,57,0,0,10.0,25.0,22926550.0,Khách VIP,0.001
C00238,35,Nữ,TP HCM,14,1,0,26.0,23.0,28584750.0,Khách VIP,0.016
C00239,53,Nam,Cần Thơ,25,0,0,18.0,23.0,14583200.0,Khách VIP,0.006
C00240,53,Nữ,Cần Thơ,4,0,0,1.0,29.0,26750500.0,Khách VIP,0.003
C00241,18,Nam,Cần Thơ,21,3,0,17.0,29.0,28269250.0,Khách VIP,0.007
C00242,45,Nam,TP HCM,52,1,0,5.0,17.0,19657319.0,Khách VIP,0.019
C00243,62,Nữ,TP HCM,40,1,0,10.0,15.0,15195150.0,Khách VIP,0.04
C00244,25,Nam,Hải Phòng,55,3,0,26.0,22.0,21198900.0,Khách VIP,0.012
C00245,27,Nữ,Hà Nội,47,0,0,14.0,18.0,16755983.0,Khách VIP,0.009
C00246,35,Nam,Cần Thơ,13,3,0,17.0,23.0,19646200.0,Khách VIP,0.032
C00247,45,Nam,Đà Nẵng,50,1,0,11.0,16.0,17100550.0,Khách VIP,0.023
C00248,24,Nữ,TP HCM,3,0,0,3.0,24.0,21650950.0,Khách VIP,0.01
C00249,33,Nữ,Hà Nội,26,2,0,7.0,21.0,35864395.0,Khách VIP,0.025
C00250,33,Nam,Hải Phòng,57,0,0,3.0,13.0,16706200.0,Khách VIP,0.022
C00251,43,Nữ,TP HCM,2,2,0,11.0,26.0,28080050.0,Khách VIP,0.017
C00252,19,Nam,Hà Nội,8,3,0,22.0,19.0,19677650.0,Khách VIP,0.088
C00253,60,Nữ,Hải Phòng,8,3,1,50.0,19.0,10925200.0,Trung bình,0.08
C00254,19,Nữ,Hải Phòng,33,4,0,7.0,31.0,36093135.0,Khách VIP,0.005
C00255,46,Nam,Hà Nội,36,2,0,10.0,23.0,14094850.0,Khách VIP,0.009
C00256,70,Nam,Đà Nẵng,36,2,0,9.0,30.0,24278150.0,Khách VIP,0.002
C00257,20,Nữ,TP HCM,60,0,0,11.0,28.0,26118150.0,Khách VIP,0.001
C00258,23,Nữ,Đà Nẵng,39,4,0,2.0,25.0,40647943.0,Khách VIP,0.019
C00259,21,Nữ,Hà Nội,47,1,0,8.0,21.0,23801950.0,Khách VIP,0.008
C00260,47,Nam,TP HCM,37,4,0,1.0,21.0,12189300.0,Khách VIP,0.041
C00261,48,Nữ,Đà Nẵng,49,4,0,1.0,19.0,13819900.0,Khách VIP,0.043
C00262,33,Nam,Đà Nẵng,25,1,0,1.0,26.0,24201800.0,Khách VIP,0.005
C00263,50,Nữ,Cần Thơ,58,2,0,11.0,26.0,20303900.0,Khách VIP,0.003
C00264,69,Nữ,Đà Nẵng,57,0,0,12.0,21.0,15906250.0,Khách VIP,0.004
C00265,66,Nam,TP HCM,57,0,0,1.0,17.0,17795350.0,Khách VIP,0.01
C00266,26,Nam,Đà Nẵng,41,1,0,48.0,24.0,38845589.0,Trung bình,0.006
C00267,68,Nam,Hà Nội,6,1,0,1.0,25.0,19265700.0,Khách VIP,0.009
C00268,32,Nam,Hà Nội,48,1,0,5.0,23.0,27984900.0,Khách VIP,0.005
C00269,66,Nam,Hà Nội,16,2,0,7.0,23.0,30058700.0,Khách VIP,0.019
C00270,70,Nam,Hải Phòng,33,0,0,40.0,20.0,16834500.0,Trung bình,0.009
C00271,19,Nam,Hà Nội,60,1,0,7.0,24.0,22358850.0,Khách VIP,0.003
C00272,46,Nữ,Hà Nội,4,0,0,24.0,27.0,24052250.0,Khách VIP,0.004
C00273,40,Nữ,TP HCM,5,1,0,11.0,25.0,39068827.0,Khách VIP,0.014
C00274,46,Nữ,Hải Phòng,43,1,0,31.0,14.0,17751050.0,Trung bình,0.041
C00275,40,Nữ,Đà Nẵng,36,0,0,8.0,29.0,22147564.328399036,Khách VIP,0.001
C00276,41,Nam,TP HCM,15,1,0,35.0,20.0,14128650.0,Trung bình,0.027
C00277,64,Nữ,TP HCM,37,0,0,6.0,23.0,25412700.0,Khách VIP,0.005
C00278,18,Nữ,TP HCM,54,1,0,4.0,31.0,41189353.0,Khách VIP,0.001
C00279,66,Nam,Hà Nội,4,1,0,31.0,19.0,22734600.0,Trung bình,0.041
C00280,44,Nam,Hà Nội,18,3,0,10.0,23.0,19546900.0,Khách VIP,0.026
C00281,50,Nam,TP HCM,23,3,0,12.0,22.0,20236850.0,Khách VIP,0.034
C00282,55,Nữ,Hà Nội,24,1,0,6.0,30.0,36495600.0,Khách VIP,0.002
C00283,44,Nữ,Hà Nội,24,1,0,21.0,19.0,20647130.980218377,Khách VIP,0.023
C00284,19,Nam,TP HCM,27,1,0,2.0,30.0,40309553.0,Khách VIP,0.002
